Subject,Sender,Body,Label
Unauthorized access attempt detected,urgent@finance-support.com,Exclusive offer: Redeem your coupon before it expires!,1
Your password will expire soon!,no-reply@payment-failure.com,Your account has been locked. Click below to restore access.,1
Your password will expire soon!,alerts@fraud-detection.com,You have won a lucky draw! Claim your prize here.,1
Suspicious login detected on your account,account@amazon-verification.com,Click the link below to verify your account immediately!,1
Team meeting scheduled for tomorrow,contact@amazon.com,Meeting is rescheduled to next Tuesday. Please confirm your availability.,0
Unauthorized access attempt detected,lottery@big-win.com,You have won a lucky draw! Claim your prize here.,1
Urgent! Verify your account now,alerts@fraud-detection.com,Suspicious login detected: Secure your account now!,1
Payment failed: Update your billing details,security@facebook-help.com,Your payment has been declined. Confirm your details.,1
Your PayPal account has been suspended,accounts@secure-login.com,Congratulations! You're eligible for a special discount,1
Account activity summary available,notification@banking-updates.com,Your invoice for this month's subscription is available in your dashboard.,0
Your monthly bank statement is ready,no-reply@billing.com,Your order has been shipped. Track your package here.,0
Friendly reminder: Upcoming event,security@facebook.com,Enjoy new features in your latest app update,0
Billing confirmation for your service,alerts@finance-notice.com,We have received your support request,0
Unusual activity detected on your account,info@claim-reward.com,Congratulations! You're eligible for a special discount,1
Your order has been canceled,support@secure-b4nk.com,We've detected unauthorized access. Reset your password now!,1
Unusual activity detected on your account,security@facebook-help.com,Confirm your email for a security upgrade,1
Invoice for your recent purchase,updates@official-source.com,Join us for our upcoming webinar. Click here to register.,0
Account activity summary available,support@bank.com,Important: Policy changes you should be aware of.,0
Urgent! Verify your account now,accounts@secure-login.com,Your loan application has been pre-approved!,1
Congratulations! You have won a prize!,accounts@secure-login.com,Confirm your email for a security upgrade,1
Invoice for your recent purchase,support@subscription.com,Your feedback is important to us. Participate in our survey!,0
Your monthly bank statement is ready,contact@customer-support.com,Your subscription has been successfully renewed,0
Confirm your identity to prevent deactivation,support@funds-transfer.com,Get exclusive VIP benefits now!,1
Limited-time offer! Claim your bonus now,service@order-cancellation.com,Get exclusive VIP benefits now!,1
Invoice for your recent purchase,contact@customer-support.com,We have received your support request,0
Account security breach detected,alerts@fraud-detection.com,Get exclusive VIP benefits now!,1
We appreciate your feedback!,alerts@finance-notice.com,We've updated our security features. No action is required on your part.,0
Claim your free gift card today!,account@amazon-verification.com,You have won a lucky draw! Claim your prize here.,1
Important notice: Update your credentials,info@claim-reward.com,Your payment has been declined. Confirm your details.,1
Friendly reminder: Upcoming event,updates@official-source.com,Enjoy new features in your latest app update,0
Congratulations! You have won a prize!,verification@secure-portal.com,Click the link below to verify your account immediately!,1
Invoice for your recent purchase,care@verified-service.com,Automatic bill payment confirmation,0
Unusual activity detected on your account,support@secure-b4nk.com,Your account has been locked. Click below to restore access.,1
Important notice: Update your credentials,no-reply@payment-failure.com,Exclusive offer: Redeem your coupon before it expires!,1
Your order has been canceled,alerts@fraud-detection.com,Your account has been locked. Click below to restore access.,1
We appreciate your feedback!,support@bank.com,Automatic bill payment confirmation,0
Confirm your identity to prevent deactivation,alerts@fraud-detection.com,Click the link below to verify your account immediately!,1
Your delivery is scheduled,notification@banking-updates.com,Join us for our upcoming webinar. Click here to register.,0
Account security breach detected,account@amazon-verification.com,Click the link below to verify your account immediately!,1
Congratulations! You have won a prize!,lottery@big-win.com,Your payment has been declined. Confirm your details.,1
Urgent! Verify your account now,info@claim-reward.com,Suspicious login detected: Secure your account now!,1
